symbol,side,entry_date,entry_price,sl_price,tp_price,dqs_score,regime,strategy,approved,reject_reason,promoted,exit_date,exit_price,exit_reason,hours_held,pnl_usd,pnl_pct,risk_usd,kelly_fraction,win,notes,intent,outcome,crowded,data_quality,sl_original,atr_at_entry,calibration_prob,calibration_level
XRPUSDT,LONG,2026-01-01 15:15:00,1.8534,1.8424,1.8644,58.9,MIXED,trend_following,False,RegimeGate: DQS 59 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.99949999999945,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8424,0.0036714285714285794,0.0,
XRPUSDT,LONG,2026-01-01 18:00:00,1.8662,1.8501,1.88713,55.18,MIXED,mean_reversion,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.99961000000005,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8501,0.005378571428571423,0.0,
XRPUSDT,LONG,2026-01-01 18:15:00,1.8649,1.8489,1.8857,55.18,MIXED,mean_reversion,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.99840000000017,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8489,0.005321428571428556,0.0,
SOLUSDT,LONG,2026-01-01 18:30:00,125.22,124.05,126.741,51.82,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.90400000000009,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.05,0.3900000000000036,0.0,
XRPUSDT,LONG,2026-01-01 18:30:00,1.8678,1.8516,1.88886,55.18,MIXED,mean_reversion,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.99981999999991,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8516,0.005407142857142848,0.0,
BTCUSDT,LONG,2026-01-01 18:45:00,88166.0,87732.5,88729.55,51.82,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.82300000000001,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87732.5,144.5,0.0,
SOLUSDT,LONG,2026-01-01 18:45:00,125.3,124.1793,126.75691,51.82,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.957449999999966,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.1793,0.3735714285714319,0.0,
XRPUSDT,LONG,2026-01-01 18:45:00,1.8684,1.8528,1.88868,55.18,MIXED,mean_reversion,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.9990400000007,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8528,0.005214285714285711,0.0,
BTCUSDT,LONG,2026-01-01 19:00:00,88085.9,87668.3429,88628.72423,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.7106652999987,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87668.3429,139.18571428571366,0.0,
SOLUSDT,LONG,2026-01-01 19:00:00,125.17,124.0986,126.56282,51.82,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.99839999999983,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.0986,0.35714285714285915,0.0,
XRPUSDT,LONG,2026-01-01 19:00:00,1.8666,1.8516,1.8861,55.18,MIXED,mean_reversion,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.9985000000015,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8516,0.005014285714285717,0.0,
BTCUSDT,LONG,2026-01-01 19:15:00,88133.2,87729.6143,88657.86141,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.7306835999994,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87729.6143,134.528571428571,0.0,
SOLUSDT,LONG,2026-01-01 19:15:00,125.26,124.2443,126.58041,51.82,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.926300000000566,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.2443,0.33857142857143024,0.0,
XRPUSDT,LONG,2026-01-01 19:15:00,1.8692,1.8557,1.8827,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.99940000000031,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8557,0.004499999999999996,0.0,
BTCUSDT,LONG,2026-01-01 19:30:00,88291.4,87876.1357,88831.24359,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.79805919999933,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87876.1357,138.42142857142713,0.0,
SOLUSDT,LONG,2026-01-01 19:30:00,125.59,124.5679,126.91873,51.82,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.997270000000526,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.5679,0.34071428571428647,0.0,
XRPUSDT,LONG,2026-01-01 19:30:00,1.872,1.8588,1.8852,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.99928000000046,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8588,0.004407142857142864,0.0,
BTCUSDT,LONG,2026-01-01 19:45:00,88356.3,87929.0143,88911.77141,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.81999800000108,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87929.0143,142.4285714285704,0.0,
ETHUSDT,SHORT,2026-01-01 19:45:00,2994.31,3013.5421,2969.30827,62.19,MIXED,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,179.8201350000016,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3013.5421,6.410714285714286,0.3478,global_curve
SOLUSDT,LONG,2026-01-01 19:45:00,125.72,124.7321,127.00427,55.18,MIXED,mean_reversion,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.99537999999933,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.7321,0.32928571428571524,0.0,
SOLUSDT,LONG,2026-01-01 20:00:00,125.68,124.66,127.006,56.62,MIXED,trend_following,False,RegimeGate: DQS 57 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.9760000000006,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.66,0.34000000000000036,0.0,
BTCUSDT,LONG,2026-01-01 20:15:00,88336.0,87775.6814,89064.41418,57.7,TRENDING,trend_following,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,59.95409019999986,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87775.6814,143.67142857142815,0.0,
ETHUSDT,LONG,2026-01-01 20:15:00,2991.67,2972.8664,3016.11468,52.26,MIXED,mean_reversion,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.9504520000018,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2972.8664,6.267857142857143,0.0,
XRPUSDT,LONG,2026-01-01 20:15:00,1.8724,1.86,1.8848,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.999879999999834,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.86,0.0041428571428571625,0.0,
ETHUSDT,LONG,2026-01-01 20:30:00,2988.05,2969.5079,3012.15473,59.46,MIXED,mean_reversion,False,RegimeGate: DQS 59 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.85837000000117,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2969.5079,6.1807142857143,0.0,
XRPUSDT,LONG,2026-01-01 20:30:00,1.8696,1.8572,1.882,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.999879999999834,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8572,0.004128571428571449,0.0,
ETHUSDT,LONG,2026-01-01 20:45:00,2988.02,2970.6179,3005.4221,59.46,MIXED,trend_following,False,RegimeGate: DQS 59 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.86322399999928,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2970.6179,5.800714285714288,0.0,
XRPUSDT,LONG,2026-01-01 20:45:00,1.8709,1.8592,1.8826,55.18,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.99994000000023,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8592,0.003885714285714286,0.0,
BTCUSDT,LONG,2026-01-01 21:00:00,88351.1,87869.0321,88977.78827,56.8,TRENDING,mean_reversion,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,179.8113267000034,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87869.0321,123.6071428571439,0.0,
BTCUSDT,LONG,2026-01-01 21:15:00,88346.2,88001.2214,88691.1786,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.68129780000039,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88001.2214,114.99285714285881,0.0,
SOLUSDT,LONG,2026-01-01 21:15:00,125.58,124.5354,126.6514,65.76,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,209.96460000000053,0.7,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.5354,0.26785714285714285,0.0,
XRPUSDT,LONG,2026-01-01 21:15:00,1.869,1.8583,1.8797,56.51,MIXED,trend_following,False,RegimeGate: DQS 57 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.999179999999626,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8583,0.003564285714285718,0.0,
BTCUSDT,LONG,2026-01-01 21:30:00,88290.5,87973.1429,88607.8571,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.98049189999883,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87973.1429,105.78571428571637,0.0,
SOLUSDT,LONG,2026-01-01 21:30:00,125.35,124.3471,126.3786,72.96,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,299.96738999999906,1.0,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.3471,0.25714285714285673,0.0,
BTCUSDT,LONG,2026-01-01 21:45:00,88363.7,88058.8143,88668.5857,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.757597199999786,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88058.8143,101.62857142857372,0.0,
BTCUSDT,LONG,2026-01-01 22:00:00,88483.3,88152.1,88814.5,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.94719999999947,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88152.1,110.40000000000249,0.0,
SOLUSDT,LONG,2026-01-01 22:00:00,125.54,124.5622,126.5429,65.76,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,209.93366000000046,0.7,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.5622,0.25071428571428606,0.0,
BTCUSDT,LONG,2026-01-01 22:15:00,88500.3,88160.0357,88840.5643,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.88651680000173,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88160.0357,113.42142857143024,0.0,
SOLUSDT,LONG,2026-01-01 22:15:00,125.56,124.5822,126.5629,65.76,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,209.93366000000046,0.7,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.5822,0.25071428571428606,0.0,
BTCUSDT,LONG,2026-01-01 22:30:00,88559.0,88210.3786,88907.6214,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.96288080000063,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88210.3786,116.20714285714452,0.0,
SOLUSDT,LONG,2026-01-01 22:30:00,125.72,124.6865,126.78,65.76,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,209.90385000000077,0.7,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.6865,0.26500000000000057,0.0,
BTCUSDT,LONG,2026-01-01 22:45:00,88614.0,88130.8457,89097.1543,56.8,TRENDING,mean_reversion,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,179.73339959999802,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88130.8457,123.88571428571595,0.0,
SOLUSDT,LONG,2026-01-01 22:45:00,126.05,124.9023,127.2271,65.76,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,209.91433000000006,0.7,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.9023,0.2942857142857146,0.0,
SOLUSDT,LONG,2026-01-01 23:00:00,126.16,124.9677,127.3829,65.76,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,209.96403000000055,0.7,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.9677,0.3057142857142868,0.0,
SOLUSDT,LONG,2026-01-01 20:30:00,125.39,125.01383,126.6714,64.14,TRENDING,mean_reversion,True,,True,2026-01-01 23:15:00,126.6714,TP_HIT,2.75,160.44,89.18,179.91,0.8999999999999999,True,treatment_b_phase2,TRADE,WIN,False,100.0,124.1086,0.3285714285714282,0.0,
BTCUSDT,LONG,2026-01-01 23:15:00,88693.0,88161.04,89384.548,56.8,TRENDING,trend_following,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,60.64344000000073,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88161.04,136.40000000000146,0.0,
BTCUSDT,LONG,2026-01-01 23:45:00,88810.1,88230.2536,89563.90032,56.8,TRENDING,trend_following,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,60.88387200000099,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88230.2536,148.67857142857247,0.0,
SOLUSDT,LONG,2026-01-01 23:45:00,126.87,125.4437,128.72419,63.24,TRENDING,trend_following,True,Below min notional ($0.00),False,2026-01-02 00:00:00,0,EXPIRED,0,0,0,60.9030099999999,0.3,False,treatment_b_phase2,TRADE,EXPIRED,False,0.0,0.0,0.0,0.0,
BTCUSDT,LONG,2026-01-02 00:45:00,88805.8,87995.0286,89859.80282,51.28,VOLATILE,trend_following,False,RegimeGate: DQS 51 < 60 for VOLATILE,False,,0,REJECTED,0,0,0,60.80785499999983,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87995.0286,180.17142857142815,0.0,
BTCUSDT,LONG,2026-01-02 01:00:00,88731.9,88175.1,89455.74,59.28,MIXED,trend_following,False,RegimeGate: DQS 59 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.69119999999873,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88175.1,185.59999999999854,0.0,
BTCUSDT,LONG,2026-01-01 20:15:00,88336.0,88336.0,88896.3186,57.7,TRENDING,trend_following,True,,True,2026-01-02 02:15:00,88336.0,SL_HIT,6.0,-5.15,-17.34,29.7,0.15,False,treatment_b_phase2,TRADE,LOSS,True,100.0,87775.6814,143.67142857142815,0.0,
SOLUSDT,LONG,2026-01-02 02:30:00,126.11,124.4831,128.22497,53.4,TRENDING,trend_following,True,Below min notional ($0.00),False,2026-01-02 02:45:00,0,EXPIRED,0,0,0,60.84606000000023,0.3,False,treatment_b_phase2,TRADE,EXPIRED,False,0.0,0.0,0.0,0.0,
ETHUSDT,SHORT,2026-01-02 06:00:00,3016.65,3043.6671,2981.52777,53.42,MIXED,mean_reversion,False,RegimeGate: DQS 53 < 60 for MIXED,False,,0,REJECTED,0,0,0,182.6355960000002,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3043.6671,9.00571428571428,0.0,
ETHUSDT,SHORT,2026-01-02 06:15:00,3022.49,3049.31,2987.624,57.82,MIXED,mean_reversion,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,182.64420000000112,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3049.31,8.939999999999989,0.0,
ETHUSDT,SHORT,2026-01-02 06:30:00,3032.4,3059.0336,2974.69391,79.27,MIXED,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,356.6239040000016,4.5,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3059.0336,8.877857142857108,0.3478,global_curve
ETHUSDT,SHORT,2026-01-02 06:45:00,3025.77,3053.2264,2978.17882,66.32,MIXED,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,368.4648880000004,2.0999999999999996,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3053.2264,9.152142857142833,0.3478,global_curve
ETHUSDT,SHORT,2026-01-02 07:00:00,3028.66,3052.15,2977.765,88.56,MIXED,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,0.0,0.0,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3052.15,7.82999999999996,0.3478,global_curve
ETHUSDT,SHORT,2026-01-02 07:15:00,3023.85,3046.4593,3001.2407,63.98,MIXED,trend_following,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,60.8190170000002,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3046.4593,7.536428571428522,0.3478,global_curve
ETHUSDT,SHORT,2026-01-02 07:30:00,3017.51,3040.295,2994.725,52.32,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.83594999999961,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3040.295,7.59499999999993,0.0,
ETHUSDT,SHORT,2026-01-02 07:45:00,3016.91,3038.6621,2995.1579,52.32,MIXED,trend_following,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.90588000000044,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3038.6621,7.250714285714172,0.0,
BTCUSDT,LONG,2026-01-02 08:30:00,89068.8,88620.7071,89516.8929,54.52,MIXED,trend_following,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.49254150000045,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88620.7071,149.3642857142851,0.0,
BTCUSDT,LONG,2026-01-02 08:45:00,89144.1,88709.7857,89578.4143,57.88,MIXED,trend_following,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.80400200000179,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88709.7857,144.77142857142775,0.0,
ETHUSDT,SHORT,2026-01-02 08:45:00,3030.83,3054.4014,2991.5443,82.16,MIXED,trend_following,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,315.8567600000036,2.5,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3054.4014,7.85714285714276,0.3478,global_curve
BTCUSDT,LONG,2026-01-02 09:00:00,89222.1,88772.8929,89671.3071,57.88,MIXED,trend_following,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.642958499999956,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88772.8929,149.73571428571344,0.0,
ETHUSDT,SHORT,2026-01-02 09:00:00,3040.03,3074.8208,2982.04532,85.84,TRENDING,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,0.0,0.0,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3074.8208,8.920714285714212,0.3478,global_curve
BTCUSDT,LONG,2026-01-02 09:15:00,89143.0,88681.8357,89604.1643,57.88,MIXED,trend_following,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.87368760000053,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88681.8357,153.72142857142794,0.0,
ETHUSDT,SHORT,2026-01-02 09:15:00,3039.01,3074.8399,2979.29359,85.84,TRENDING,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,0.0,0.0,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3074.8399,9.187142857142785,0.3478,global_curve
XRPUSDT,LONG,2026-01-02 09:15:00,1.8822,1.8701,1.8943,55.96,MIXED,trend_following,False,RegimeGate: DQS 56 < 60 for MIXED,False,,0,REJECTED,0,0,0,60.93076,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8701,0.004042857142857158,0.0,
ETHUSDT,SHORT,2026-01-02 09:30:00,3043.52,3080.1939,2982.39673,85.84,TRENDING,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,0.0,0.0,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3080.1939,9.403571428571338,0.3478,global_curve
SOLUSDT,LONG,2026-01-02 09:30:00,128.67,127.0125,130.3275,54.84,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,60.83024999999944,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,127.0125,0.4249999999999992,0.0,
BTCUSDT,LONG,2026-01-02 09:45:00,89449.9,88811.3029,90088.4971,60.4,TRENDING,trend_following,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,60.66672449999991,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88811.3029,163.74285714285674,0.0,
ETHUSDT,SHORT,2026-01-02 09:45:00,3046.88,3085.8633,2981.90782,85.84,TRENDING,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,0.0,0.0,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3085.8633,9.995714285714191,0.3478,global_curve
ETHUSDT,SHORT,2026-01-02 10:00:00,3060.16,3100.1851,2993.45141,95.44,TRENDING,mean_reversion,False,V7_KELLY_ZERO: Kelly=0 (sizing veto),False,,0,REJECTED,0,0,0,0.0,0.0,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,3100.1851,10.262857142857067,0.4286,global_curve
